id,license id,account number,site number,legal name,doing business as name,address,city,state,zip code,ward,precinct,ward precinct,police district,license code,license description,business activity id,business activity,license number,application type,application created date,application requirements complete,payment date,conditional approval,license term start date,license term expiration date,license approved for issuance,date issued,license status,license status change date,ssa,latitude,longitude,location
1742817-20160516,2455431,308614,19,T-MOBILE CENTRAL LLC,T-MOBILE,1451 E 53RD ST 1,CHICAGO,IL,60615,5,54,5-54,2,1010,Limited Business License,,,1742817,RENEW,,03/15/2016,05/11/2016,N,05/16/2016,05/15/2018,05/11/2016,07/27/2016,AAI,,61,41.799426389,-87.589801257,"(41.79942638879343, -87.58980125705645)"
1801718-20160816,2473447,309473,10,"INSUREONE INDEPENDENT INSURANCE AGENCY, LLC",INSUREONE,1416 E 53RD ST 1ST,CHICAGO,IL,60615,4,47,4-47,2,1010,Limited Business License,197,Tax Preparation Services,1801718,RENEW,,06/15/2016,08/05/2016,N,08/16/2016,08/15/2018,08/05/2016,08/08/2016,AAI,,61,41.799628847,-87.59102678,"(41.79962884693297, -87.59102677991527)"
1798349-20160616,2461080,313031,1,CHERRY BEAUTY CORP.,CHERRY BEAUTY,1428 E 53RD ST 2 201,CHICAGO,IL,60615,4,47,4-47,2,1010,Limited Business License,,,1798349,RENEW,,04/15/2016,06/13/2016,N,06/16/2016,06/15/2018,06/13/2016,06/14/2016,AAI,,61,41.799636118,-87.590507607,"(41.79963611796221, -87.59050760706717)"
1800493-20160616,2461087,313919,1,"SELECT VENTURES, LLC",KIMBARK COIN LAUNDRY,1218 E 53RD ST 1,CHICAGO,IL,60615,4,1,4-1,2,1010,Limited Business License,692,Laundromat - Self Service,1800493,RENEW,,04/15/2016,06/06/2016,N,06/16/2016,06/15/2018,06/06/2016,06/07/2016,AAI,,61,41.799573892,-87.595835323,"(41.79957389242627, -87.59583532253116)"
1845248-20160616,2461191,321272,1,PARKING SPACES INCORPORATED,PARKING SPACES INCORPORATED,1525 E 53RD ST 4 420,CHICAGO,IL,60615,5,54,5-54,2,1010,Limited Business License,,,1845248,RENEW,,04/15/2016,06/30/2016,N,06/16/2016,06/15/2018,06/30/2016,06/30/2016,AAI,,61,41.799441872,-87.588098389,"(41.79944187210379, -87.58809838930625)"
2017480-20160616,2461203,323779,1,THE WORKZ,THE WORKZ,1424 E 53RD ST 2ND 207,CHICAGO,IL,60615,4,47,4-47,2,1010,Limited Business License,,,2017480,RENEW,,04/15/2016,06/14/2016,N,06/16/2016,06/15/2018,06/14/2016,06/15/2016,AAI,,61,41.799633798,-87.590680963,"(41.79963379781992, -87.59068096341123)"
2487790-20161027,2487790,324325,128,"LAZ PARKING CHICAGO, LLC","LAZ PARKING, LLC",1330 E 53RD ST 1-3,CHICAGO,IL,60615,4,1,4-1,2,1002,Accessory Garage,726,"Provide Parking Spaces For a Fee - to Residents, Tenants, Users, Employees and/or Guests (Not Available or Advertised to the Public)",2487790,ISSUE,08/22/2016,08/25/2016,09/09/2016,N,10/27/2016,04/15/2017,09/13/2016,10/27/2016,AAI,,61,41.799597869,-87.593761037,"(41.79959786938958, -87.59376103688076)"
1915843-20160416,2449665,325278,2,"PROFESSIONAL EYE CENTER III, P.C.",PROFESSIONAL EYE CENTER,1517 E 53RD ST 1ST FL 1,CHICAGO,IL,60615,5,54,5-54,2,1010,Limited Business License,,,1915843,RENEW,,02/15/2016,11/15/2016,N,04/16/2016,04/15/2018,11/15/2016,11/16/2016,AAI,,61,41.799439768,-87.588417664,"(41.79943976796371, -87.58841766417248)"
1884100-20160616,2461217,325993,1,HYDE PARK PRODUCE LTD.,"HYDE PARK PRODUCE, LTD",1226 E 53RD ST STROE FRONT,CHICAGO,IL,60615,4,1,4-1,2,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1884100,RENEW,,04/15/2016,05/10/2016,N,06/16/2016,06/15/2018,05/10/2016,05/11/2016,AAI,,61,41.799576802,-87.595512922,"(41.79957680216707, -87.5955129218999)"
1893130-20160616,2461256,328708,1,"THE BEVERAGE SHOPPE, LLC",KIMBARK BEVERAGE SHOPPE,1214 E 53RD ST 1,CHICAGO,IL,60615,4,1,4-1,2,1474,Package Goods,774,Retail Sales of Packaged Liquor,1893130,RENEW,,04/15/2016,05/18/2016,N,06/16/2016,06/15/2018,05/18/2016,05/18/2016,AAI,,61,41.799572329,-87.595997332,"(41.79957232946104, -87.59599733192523)"
1893131-20160616,2461255,328708,1,"THE BEVERAGE SHOPPE, LLC",KIMBARK BEVERAGE SHOPPE,1214 E 53RD ST 1,CHICAGO,IL,60615,4,1,4-1,2,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1893131,RENEW,,04/15/2016,05/18/2016,N,06/16/2016,06/15/2018,05/18/2016,05/18/2016,AAI,,61,41.799572329,-87.595997332,"(41.79957232946104, -87.59599733192523)"
